S.No,Type (QP-NOS /NOS/Expository),Sector,Name of the QP,QPRef.ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory (hours) for Compulsory NOSs,Practical (hours) for Compulsory NOSs,Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),GRAND TOTAL Minimum hours duration for QP,Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM,Job Roles in PMKVY CSSM (FY 2018-20),89 Curriculum/Content,CSSM MES,Available on SMART Portal,QRC Approval Date,MC Approval/Upload Date,NSQC Approval Status,DLI Status,QP Uploaded on NSDC Website,NAPS Paired & Embedded QPs,QP Retirement Planned (Yes/Tentative),Retirement Announcement Date,Retirement Not Before Date,Remarks,
1527,QP-NOS,Leather,Post Tanning Machine Operator,LSS/Q0701,4,,,,8,,8,1,5th Class,35,165,200,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,LEA102,Yes,,,"7th Meeting, 23rd Meeting",,National Occupational Standards,,,,,,
1528,QP-NOS,Leather,Pre- Assembly Operator,LSS/Q2601,4,,,,12,,12,1,5th Class,35,165,200,,,,,,Yes,Yes,Yes,,,,Cat 1 (Phase 1),Yes,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1529,QP-NOS,Leather,Product Developer(Footwear),LSS/Q2101,4,,,,4,,4,1,Diploma/Certification in Footwear Technology and Design,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1530,QP-NOS,Leather,Quality Control Inspector (Goods and Garments),LSS/Q5701,5,,,,3,,3,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,Paired QP 2,,,,,
1531,QP-NOS,Leather,Quality Control Inspector (Footwear),LSS/Q3101,5,,,,3,,3,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,Paired QP 2,,,,,
1532,QP-NOS,Leather,Quality Control Inspector(Non Leather),LSS/Q7701,5,,,,9,,9,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1533,QP-NOS,Leather,"Quality Control Inspector
( Saddlery)",LSS/Q7401,5,,,,3,,3,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,Occupational Standards - Industry Validation,,,,,,
1534,QP-NOS,Leather,Saddle Maker,LSS/Q7101,4,,,,5,,5,1,5th Class,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1535,QP-NOS,Leather,Sample Maker( Goods and Garments),LSS/Q5201,4,,,,4,,4,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1536,QP-NOS,Leather,Sample Maker (Footwear),LSS/Q2201,4,,,,4,,4,1,5th Class,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1537,QP-NOS,Leather,Scudding Operator (Machine),LSS/Q0201,4,,,,4,,4,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1538,QP-NOS,Leather,Setting Operator,LSS/Q0601,4,,,,5,,5,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1539,QP-NOS,Leather,Sewing Machine Operator ( Saddlery),LSS/Q7301,4,,,,5,,5,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1540,QP-NOS,Leather,Shaving Operator,LSS/Q0501,4,,,,5,,5,1,5th Class,33,167,200,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,"7th Meeting, 23rd Meeting",WB2017-18,National Occupational Standards,,,,,,
1541,QP-NOS,Leather,Skiver (By hand),LSS/Q2402,4,,,,5,,5,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1542,QP-NOS,Leather,Skiving Operator ( Machine),LSS/Q2401,4,,,,5,,5,1,5th Class,40,260,300,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1543,QP-NOS,Leather,Skiving Operator (by hand),LSS/Q5401,4,,,,5,,5,1,5th Class,40,160,200,,,,,,Yes,,,,,,,,,"LEA101, LEA103,LEA104, LEA105",No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1544,QP-NOS,Leather,Splitting and Sammying Operator,LSS/Q0401,4,,,,6,,6,1,5th Class,,,,,,,,,,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
1545,QP-NOS,Leather,Stitcher Goods & Garments,LSS/Q5501,4,,,,5,,5,1,5th Class,30,170,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,"LEA101, LEA103,LEA104, LEA105",Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1546,QP-NOS,Leather,Stitching Operator,LSS/Q2501,4,,,,5,,5,1,Class V,40,260,300,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,Paired QP 1,,,,,
1547,QP-NOS,Leather,Store In charge,LSS/Q3201,4,,,,5,,5,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1548,QP-NOS,Leather,Shoe Maker,LSS/Q4101,5,Option,1,O1: Organizational Compliance,7,1,8,1,5th Class,39,155,194,1,5,194,,,Yes,Yes,,,,,,,,,No,,,"21st Meeting, 22nd Meeting",,National Occupational Standards,,,23-Oct-18,,NSQF level changed in 22nd Meeting to 4 from 3.,
1549,QP-NOS,Leather,Footwear and Allied Goods Repairer,LSS/Q4201,4,Option,1,O1: Organizational Compliance,5,1,6,1,5th Class,39,155,194,1,5,194,,,Yes,,,,,,,,,,No,,,"21st Meeting, 22nd Meeting",,National Occupational Standards,,,23-Oct-18,,NSQF level changed in 22nd Meeting to 5 from 4.,
1550,QP-NOS,Life Sciences,Production/ Manufacturing Chemist - Life Sciences ,LFS/Q1201,5,,,,3,,3,1,B. Pharma preferable/ Graduate in Science (chemistry specialization preferable for Pharmaceuticals)/ B.Tech in chemistry,,,,,,,,,,,,,,,Cat 1 (Phase 1),,,,Yes,,,7th Meeting,,Trans National Standard - Under Public View,Paired QP 2,,,,,
1551,QP-NOS,Life Sciences,Production Supervisor/ In charge - Life Sciences,LFS/Q0203,5,,,,5,,5,1,"Diploma in chemical engineering/D.Pharma/B.Sc (chemistry specialization preferable for Pharmaceuticals, biology specialization preferable for Bio-pharmaceuticals)",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1552,QP-NOS,Life Sciences,Production/ Machine Operator - Life Sciences,LFS/Q0207,4,,,,6,,6,1,10+2,155,221,376,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,8th Meeting,,Trans National Standard - Under Public View,Paired QP 1,,,,,
1553,QP-NOS,Life Sciences,Manufacturing Assistant-Life Sciences,LFS/Q0216,2,,,,4,,4,1,10th – 12th Class,60,140,200,,,,48,,Yes,Yes,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1554,QP-NOS,Life Sciences,Packaging Supervisor/ In charge - Machine - Life Sciences ,LFS/Q0204,5,,,,5,,5,1,Diploma/D.Pharma/ Graduation in any field/ Diploma in Packaging,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1555,QP-NOS,Life Sciences,Packaging Assistant-Life Sciences,LFS/Q0217,2,,,,5,,5,1,10th Class,80,120,200,,,,80,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1556,QP-NOS,Life Sciences,Maintenance Assistant- Life Sciences ,LFS/Q0215,3,,,,5,,5,1,"10th – 12th Class ,Preferably",97,63,160,,,,80,,Yes,,,,,,Addl Ready,,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1557,QP-NOS,Life Sciences,Maintenance Supervisor/In charge - Electricity - Life Sciences ,LFS/Q0208,5,,,,4,,4,1,Diploma/ ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1558,QP-NOS,Life Sciences,Quality Assurance Chemist,LFS/Q0302,5,,,,3,,3,1,B. Pharma (Preferable)/ B. Tech in Biotechnology (Preferable for Bio Pharmaceutical)/ B. Sc. in Microbiology (Preferable for Bio Pharmaceutical)/ B.Sc. in chemistry,146,300,446,,,,,,Yes,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,Embedded QP,,,,,
1559,QP-NOS,Life Sciences,Quality Control Chemist ,LFS/Q1301,5,,,,6,,6,1,B. Pharma / B. Sc with Chemistry major subject or Analytical Chemistry (Preferable),153,310,463,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
1560,QP-NOS,Life Sciences,Quality Control Chemist Microbiology,LFS/Q0308,5,,,,7,,7,1,"B.Sc in a relevant subject such as biochemistry, biology, chemistry, immunology, biomedical science, biotechnology, microbiology (Preferable)",100,275,375,,,455,80,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1561,QP-NOS,Life Sciences,Quality Control Chemist Batch Release Testing,LFS/Q1302,5,,,,5,,5,1,Preferably B. Pharma / B. Sc with Chemistry major subject/Graduation in biotechnology,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1562,QP-NOS,Life Sciences,Store Chemist/ Supervisor/ In charge - Raw Materials - Life Sciences ,LFS/Q0601,4,,,,5,,5,1,Diploma/ D.Pharma/B.Sc/ Graduation in any field,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1563,QP-NOS,Life Sciences,Medical Sales Representative,LFS/Q0401,4,,,,3,,3,1,Diploma in Pharmacy/ any relevant science discipline,160,320,480,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
1564,QP-NOS,Life Sciences,Fitter Mechanical - Life Sciences,LFS/Q0213,3,,,,4,,4,1,12th Class,120,140,260,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
1565,QP-NOS,Life Sciences,Data Entry Operator/ Documentation Officer - Life Sciences,LFS/Q0510,4,,,,3,,3,1,Diploma in Computer Science,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1566,QP-NOS,Life Sciences,Production Planning Supervisor/ In charge/ Engineer - Life Sciences,LFS/Q0206,5,,,,5,,5,1,Diploma/D.Pharma/ITI/B.Sc,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1567,QP-NOS,Life Sciences,Maintenance Supervisor/ In charge - HVAC - Life Sciences,LFS/Q0209,5,,,,5,,5,1,Diploma/D.Pharma/ITI/B.Sc,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1568,QP-NOS,Life Sciences,Maintenance Supervisor/ In charge - Water - Life Sciences,LFS/Q0210,5,,,,5,,5,1,Diploma in Mechanical /ITI (Plumbing),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1569,QP-NOS,Life Sciences,Maintenance Supervisor/ In charge - Gases - Life Sciences,LFS/Q0211,5,,,,5,,5,1,Diploma/ITI/ B.Sc,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1570,QP-NOS,Life Sciences,Maintenance Supervisor/ In charge - Steam - Life Sciences,LFS/Q0212,5,,,,5,,5,1,Diploma/ ITI/B.Sc,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1571,QP-NOS,Life Sciences,Validation Supervisor/ In charge - Life Sciences,LFS/Q0305,4,,,,6,,6,1,D.Pharma/ Diploma / B.Sc in in a scientific or engineering related field,,,,,,,,,,,,,,,,,Yes,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1572,QP-NOS,Life Sciences,QC Assistant - Visual Inspection/ Visual Inspector - Life Sciences,LFS/Q0310,3,,,,5,,5,1,10th – 12th Class,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1573,QP-NOS,Life Sciences,Lab Technician/ Assistant - Life Sciences,LFS/Q0509,3,,,,8,,8,1,12th Class,100,130,230,,,,60,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1574,QP-NOS,Life Sciences,Research Associate - Product Development/Synthesis/Medicinal Chemistry,LFS/Q0505,5,,,,6,,6,1,Masters in relevant discipline/ M. Pharma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
1575,QP-NOS,Life Sciences,Research Associate- Technology Transfer/Process Development,LFS/Q0511,5,,,,6,,6,1,Masters in relevant discipline/ M. Pharma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,Trans National Standard - Under Public View,,,,,,
1576,QP-NOS,Life Sciences,Store Assistant-Life Sciences,LFS/Q0604,3,,,,5,,5,1,10th – 12th Class,130,150,280,,,,80,,Yes,Yes,,Yes,Yes,,,Yes,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
1577,QP-NOS,Life Sciences,Store Chemist/ Supervisor/ In charge - Finished Goods - Life Sciences ,LFS/Q0603,4,,,,5,,5,1,Diploma/ D.Pharma/ ITI/ B.Sc,,,,,,,,,,,,,,,,,Yes,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1578,QP-NOS,Life Sciences,Store Chemist/ Supervisor/ In charge - Packaging Material - Life Sciences ,LFS/Q0602,4,,,,5,,5,1,Diploma/ D.Pharma/ ITI/ B.Sc,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1579,QP-NOS,Life Sciences,Production/ Manufacturing Biologist,LFS/Q2201,5,,,,3,,3,1,B. Pharma preferable/ B. Sc / M. Sc with Chemistry/ Biology/ Biochemistry as major subject/ Graduation in Biotechnology,100,295,395,,,,100,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1580,QP-NOS,Life Sciences,Quality Control Biologist,LFS/Q2301,5,,,,3,,3,1,B. Pharma / Graduation in Biotechnology/ B. Sc with Chemistry/ Biology/Microbiology/ Biochemistry as major subject (Preferable),150,310,460,,,,100,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1581,QP-NOS,Life Sciences,Quality Control Biologist - Batch Release Testing,LFS/Q2303,5,,,,5,,5,1,B. Pharma / Graduation in Biotechnology / B. Sc with Chemistry/ Biology/ Biochemistry as major subject (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1582,QP-NOS,Life Sciences,Drug Regulatory Affairs Chemist,LFS/Q0501,5,,,,5,,5,1,Mechanical & Chemical Engineering/ Graduate in Science/ B.Pharmacy (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1583,QP-NOS,Life Sciences,Regulatory Medical Writer,LFS/Q0504,5,,,,5,,5,1,"Master’s degree in pharmaceutical, biotechnology, nursing or life sciences",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1584,QP-NOS,Life Sciences,Clean Room Engineer/Technician,LFS/Q0218,4,,,,5,,5,1,Diploma/ D.Pharma/ B.Sc/ Graduation in any field,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1585,QP-NOS,Life Sciences,"Environmental, Health and Safety Manager - Life Sciences",LFS/Q0214,7,,,,6,,6,1,Bachelor’s Degree in EHS related discipline preferable / B.Sc. In Environmental Sciences or Industrial Health and Safety / B.Tech in chemical engineering,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1586,QP-NOS,Life Sciences,Packaging Supervisor - Manual and Machine - Life Sciences,LFS/Q0205,5,,,,5,,5,1,Diploma/D.Pharma/ Graduation in any field/ Diploma in Packaging,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1587,QP-NOS,Life Sciences,Clinical Research Associate ,LFS/Q0503,5,,,,4,,4,1,B. Pharma preferable/ B. Sc. / Clinical Research certification,120,150,270,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1588,QP-NOS,Life Sciences,Vendor and Internal Audit In charge - Life Sciences,LFS/Q0306,5,,,,7,,7,1,"B.Tech/ B. Pharma or Bachelor's degree with coursework in chemistry, quality or a related discipline (Preferable)",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1589,QP-NOS,Life Sciences,Stability Specialist  - Life Sciences,LFS/Q0304,5,,,,6,,6,1,"B.Sc in Chemistry, biology or Life Science discipline/ B. Pharma",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1590,QP-NOS,Life Sciences,Quality Management System In charge - Life Sciences,LFS/Q0311,5,,,,5,,5,1,"B. Pharma / M. Sc with majors in Biology, Biochemistry, Pharmaceutical Science",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1591,QP-NOS,Life Sciences,QA Chemist Process Validation - Life Sciences,LFS/Q0303,5,,,,7,,7,1,B. Pharma / B.Tech Chemical / B. Sc with Chemistry major subject (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1592,QP-NOS,Life Sciences,Telesales Executive - Life Sciences,LFS/Q0404,4,,,,4,,4,1,Diploma/D.Pharma/ITI/Graduate in any science-related field,80,140,220,,,,,,Yes,Yes,,,,,,,Yes,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1593,QP-NOS,Life Sciences,Associate Brand Manager - Life Sciences,LFS/Q0405,5,,,,4,,4,1,"B. Pharma/ Graduate specifically in marketing, advertising or a business related subject",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1594,QP-NOS,Life Sciences,Market Research Specialist - Life Sciences,LFS/Q0403,4,,,,5,,5,1,B.Tech in Biotechnology/ B. Pharma / Graduate in a related field (preferably biotechnology),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1595,QP-NOS,Life Sciences,Business Development Executive - Life Sciences,LFS/Q0402,4,,,,4,,4,1,BBA/ B.Tech/B. Pharma/ B.Sc in a related discipline,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1596,QP-NOS,Life Sciences,Demand Planning Manager - Life Sciences,LFS/Q0606,6,,,,5,,5,1,B.Tech/ Graduate in any field/ B. Pharma (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1597,QP-NOS,Life Sciences,SCM Executive - Life Sciences,LFS/Q0610,4,,,,9,,9,1,BBA/ B.Tech / B.Sc in a related discipline,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1598,QP-NOS,Life Sciences,Supply Planning Manager - Life Sciences,LFS/Q0612,6,,,,5,,5,1,B.Tech/ B. Pharma / Graduate in any field/ B.Com/ BBA,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1599,QP-NOS,Life Sciences,Supply Chain Manager  - Life Sciences,LFS/Q0611,6,,,,6,,6,1,B.Tech/ B. Pharma / Graduate in any field/ B.Com,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1600,QP-NOS,Life Sciences,Sourcing Lead and Vendor Development Executive- Life Sciences,LFS/Q0613,5,,,,4,,4,1,BBA/ B.Tech/ B.Sc in a related discipline/ B.Com,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1601,QP-NOS,Life Sciences,Licensing Manager - Life Sciences,LFS/Q0609,6,,,,5,,5,1,B. Pharma /Graduate in any field / LLB,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1602,QP-NOS,Life Sciences,Coordination Manager - Life Sciences,LFS/Q0605,6,,,,5,,5,1,B.Tech/ Graduate in any field/ B. Pharma (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1603,QP-NOS,Life Sciences,Export Logistics Manager - Life Sciences,LFS/Q0607,6,,,,7,,7,1,B.Tech/ Graduate in any field/ B. Sc/ B.Com/ B. Pharma (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1604,QP-NOS,Life Sciences,Import Logistics Manager - Life Sciences,LFS/Q0608,6,,,,7,,7,1,B.Tech/ Graduate in any field/ B. Sc/ B.Com/ B. Pharma (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1605,QP-NOS,Life Sciences,Scientific Medical Writer,LFS/Q0506,5,,,,5,,5,1,"Master’s degree in pharmaceutical, biotechnology, nursing or life sciences",100,170,270,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1606,QP-NOS,Life Sciences,Scientist Clinical Research Development ,LFS/Q0507,6,,,,8,,8,1,"Master’s degree in pharmaceutical, biotechnology, nursing or life sciences/ M. Pharma/M.Sc in the above disciplines",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1607,QP-NOS,Life Sciences,Bio Process Engineer,LFS/Q0219,5,,,,7,,7,1,Graduation in biotechnology/biochemical/ chemical preferable or biological science or applied science or a closely related field,125,350,475,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1608,QP-NOS,Life Sciences,QA Chemist Equipment Validation - Life Sciences,LFS/Q0312,5,,,,7,,7,1,B. Pharma / B.Tech Chemical / B. Sc with Chemistry major subject (Preferable),,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1609,QP-NOS,Life Sciences,Pharmacovigilance Associate,LFS/Q0702,4,,,,4,,4,1,Graduate in Life Sciences subjects/ Pharma / Biotechnology/ Nursing,124,176,300,,,,,,Yes,,,,,,,,,,,16-Aug-19,,Submitted,,Occupational Standards,,,,,,
1610,QP-NOS,Life Sciences,Bioinformatics Associate/ Analyst,LFS/Q3902,4,,,,5,,5,1,Graduate in Science subjects/ Bioinformatics/ Biotechnology or Graduate Engineer in Biotechnology/ Bioinformatics/Biomedical Engineering/ Computational Science,340,660,1000,,,,,LFS,Yes,,,,,,,,,,,16-Aug-19,,Submitted,,Occupational Standards,,,,,,
1611,QP-NOS,Life Sciences,Bioinformatics Scientist,LFS/Q3903,5,Electives,E: 2,"E1: Evaluate risk of deploying algorithmic models, E2: Evaluate business performance of algorithmic models",12,,14,1,Post Graduate in Life Sciences subjects/ Bioinformatics/ Biotechnology/ Post Graduate Engineer in Biotechnology/ bioinformatics/ Bio engineering/ bio medical/computer science/computational science,250,650,900,60,140,1000,,,Yes,,,,,,,,,,,16-Aug-19,,Submitted,,Occupational Standards,,,,,,
1612,QP-NOS,Logistics,Warehouse Picker,LSC/Q2102,3,,,,4,,4,1,Middle School (Class VIII),80,190,270,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,6th Meeting,WB2017-18,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
1613,QP-NOS,Logistics,Kitting and Labelling Executive,LSC/Q2304,2,,,,4,,4,1,10th Class,,,,,,,,,,,,,,,,,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
1614,QP-NOS,Logistics,Warehouse Binner,LSC/Q2105,3,,,,4,,4,1,Middle School (Class VIII),80,190,270,,,,,,Yes,,,,,,Addl Ready,,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
1615,QP-NOS,Logistics,Warehouse Packer,LSC/Q2303,3,,,,4,,4,1,Middle School (Class VIII),80,190,270,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,6th Meeting,WB2017-18,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
1616,QP-NOS,Logistics,Inventory Clerk,LSC/Q2108,3,,,,3,,3,1,12th Class,75,175,250,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,6th Meeting,WB2017-18,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
1617,QP-NOS,Logistics,Loader/Unloader,LSC/Q1110,2,,,,6,,6,1,7th Class,,,,,,,,,,,,,,,,,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
1618,QP-NOS,Logistics,Warehouse Supervisor,LSC/Q2307,5,,,,4,,4,1,"Diploma (Any, Engineering, Arts, Commerce)",208,32,240,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
1619,QP-NOS,Logistics,Reach Truck Operator,LSC/Q2111,4,,,,4,,4,1,Middle School (Class VIII),,,,,,,,,,,,,,,,,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,"CCN category updated as per 5th Common Norms Committee (CNC) Meeting held on 6th November, 2018.",
